boat_name,boat_type,boat_description,price,boat_url,loa_m,loa_ft,beam_m,beam_ft,draft_m,draft_ft,deadweight_t,displacement_t,fuel_capacity_l,water_tank_l,max_people,cabins,berths_for_guests,bathrooms,mainsail_m2,mainsail_optional_m2,jib_self_m2,genoa_m2,gennaker_m2,code_zero_m2,keel,ce_class,hull_type,hull_material,design,type_by_usage,deck_arrangement,builder,country,series,model,period_of_manufacture,crew,genoa_optional_m2,code_zero_optional_m2,spinnaker_optional_m2,mainsail_in_m2,spinnaker_m2,jib_m2,jib_optional_m2,max_speed_kt,cruising_speed_kt,gennaker_optional_m2,mainsail_lazy_bag_m2,mainsail_lazy_bag_optional_m2,jib_self_optional_m2,genoa_self_optional_m2,code_zero_optional_optional_m2,spinnaker_optional_optional_m2
HeySea Seaview 48,Sailing yacht,"The HeySea Seaview 48 is produced by the brand HeySea since 2024. HeySea Seaview 48 is a 14.70 meters sailing cruising multihull with 3 guest cabins and a draft of 1.40 meters which can reach speeds up to 10 knots. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new HeySea Seaview 48 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16446-heysea-seaview-48,14.7,48.25,8.02,26.333333333333332,1.4,4.666666666666667,,23 (full load),1000.0,1000.0,,3.0,6.0,3.0,80.0,,,,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,HeySea,Taiwan,Seaview,Seaview 48,from 2024,,,,,,,50.0,,10.0,,,,,,,,
HeySea Seaview 56,Sailing yacht,"The HeySea Seaview 56 is produced by the brand HeySea since 2019. HeySea Seaview 56 is a 17.46 meters sailing cruising multihull with 4 guest cabins and a draft of 1.62 meters which can reach speeds up to 10 knots. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new HeySea Seaview 56 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16444-heysea-seaview-56,17.46,57.333333333333336,8.8,28.916666666666668,1.62,5.333333333333333,,35 (full load),1000.0,1000.0,,4.0,8.0,4.0,110.0,,,,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,HeySea,Taiwan,Seaview,Seaview 56,from 2019,,,,,,,70.0,,10.0,,,,,,,,
Heyman 42′ PPH,Sailing yacht,"The Heyman 42′ PPH is produced by the brand Heyman Yachts since 2023. Heyman 42′ PPH is a 13.52 meters pilothouse yacht with 2 guest cabins and a draft of 1.44 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Heyman 42′ PPH is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16187-heyman-yachts-42-pph,13.52,44.416666666666664,4.3,14.166666666666666,1.44,4.75,,11 (unloaded),,,,2.0,4.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Heyman Yachts,Sweden,,42′ PPH,from 2023,,,,,,,,,,,,,,,,,
Heyman 34 Sport,Sailing yacht,"The Heyman 34 Sport is produced by the brand Heyman Yachts since 2020. Heyman 34 Sport is a 10.45 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 2.23 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Heyman 34 Sport is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16186-heyman-yachts-34-sport,10.45,34.333333333333336,3.49,11.5,2.23,7.333333333333333,,3 (unloaded),,,,2.0,4.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Heyman Yachts,Sweden,,34 Sport,from 2020,,,,,,,,,,,,,,,,,
Heyman Celeste 36,Sailing yacht,"The Heyman Celeste 36 is produced by the brand Heyman Yachts since 2009. Heyman Celeste 36 is a 11.55 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 1.83 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Heyman Celeste 36 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16455-celeste-36,11.55,37.916666666666664,3.39,11.166666666666666,1.83,6.083333333333333,,6 (unloaded),,,,2.0,4.0,1.0,77.0,,32.0,,85.0,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,Heyman Yachts,Sweden,,Celeste 36,from 2009,,,,,,108.0,,,,,,,,,,,
Holman & Pye Super Sovereign 35,Sailing yacht,"The Holman & Pye Super Sovereign 35 is produced by the brand Holman & Pye Holman & Pye Super Sovereign 35 is a 10.66 meters classic yacht with a draft of 1.57 meters. The base price of a new Holman & Pye Super Sovereign 35 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/434-holman-pye-super-sovereign-35,10.66,35.0,3.04,10.0,1.57,5.166666666666667,,7.1 (half load),,,,,,,,,,,,,,,,,,,,Holman & Pye,Great Britain,,Super Sovereign 35,,,,,,,,,,,,,,,,,,
HopYacht 30,Sailing yacht,"The HopYacht 30 is produced by the brand HopYacht since 2023. HopYacht 30 is a 9.35 meters sailing cruising multihull with 1 guest cabin and a draft of 0.80 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new HopYacht 30 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16767-hopyacht-30,9.35,30.75,3.44,11.333333333333334,0.8,2.6666666666666665,,3 (unloaded),,220.0,,1.0,4.0,1.0,,,,,,,Fixed,B - Sea,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,HopYacht,SOUTH AFRICA,,30,from 2023,,,,,,,,,,,,,,,,,
Hutting 46 Explorer,Sailing yacht,The Hutting 46 Explorer is produced by the brand Hutting Yachts since 2023. Hutting 46 Explorer is a 13.90 meters aluminium sailing yacht with 2 guest cabins and a draft of 2.30 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hutting 46 Explorer is €1.4 million.,"from €1,400,000",https://itboat.com/models/15411-hutting-yachts-46-explorer,13.9,45.666666666666664,4.2,13.833333333333334,2.3,7.583333333333333,,15 (half load),500.0,600.0,,2.0,4.0,2.0,58.0,,,,133.0,,Fixed,A - Ocean,Monohull,Aluminum,Classic / Retro,Cruiser,With central / scandinavian cockpit,Hutting Yachts,Netherlands,,46 Explorer,from 2023,,,,,,,43.0,,,,,,,,,,
Hutting 52,Sailing yacht,The Hutting 52 is produced by the brand Hutting Yachts since 2023. Hutting 52 is a 15.80 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.80 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hutting 52 is €1.8 million.,"from €1,800,000",https://itboat.com/models/15410-hutting-yachts-52,15.8,51.916666666666664,4.3,14.166666666666666,1.8,5.916666666666667,,20 (half load),800.0,600.0,,3.0,6.0,2.0,82.0,,,,180.0,,Fixed,A - Ocean,Monohull,Aluminum,Classic / Retro,Cruiser,With mediterranean cockpit,Hutting Yachts,Netherlands,,52,from 2023,,,,,,,65.0,,,,,,,,,,
Hutting 40,Sailing yacht,The Hutting 40 is produced by the brand Hutting Yachts since 2020. Hutting 40 is a 12.00 meters aluminium sailing yacht with 2 guest cabins and a draft of 1.60 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hutting 40 is €1.0 million.,"from €1,050,000",https://itboat.com/models/15412-hutting-yachts-40,12.0,39.416666666666664,3.6,11.833333333333334,1.6,5.25,,13 (unloaded),500.0,400.0,,2.0,4.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Aluminum,Classic / Retro,Cruiser,With central / scandinavian cockpit,Hutting Yachts,Netherlands,,40,from 2020,,,,,,,,,,,,,,,,,
Hutting 50,Sailing yacht,The Hutting 50 is produced by the brand Hutting Yachts since 2019. Hutting 50 is a 15.00 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.80 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hutting 50 is €1.4 million.,"from €1,435,000",https://itboat.com/models/15414-hutting-yachts-50,15.0,49.25,4.25,14.0,1.8,5.916666666666667,,21 (unloaded),800.0,600.0,,3.0,6.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Aluminum,Classic / Retro,Cruiser,With central / scandinavian cockpit,Hutting Yachts,Netherlands,,50,from 2019,,,,,,,,,,,,,,,,,
Hutting 45,Sailing yacht,The Hutting 45 is produced by the brand Hutting Yachts since 2011. Hutting 45 is a 13.75 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.85 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hutting 45 is €1.3 million.,"from €1,335,000",https://itboat.com/models/15413-hutting-yachts-45,13.75,45.166666666666664,3.95,13.0,1.85,6.083333333333333,,18 (unloaded),800.0,600.0,,3.0,6.0,1.0,,,,,,,Fixed,A - Ocean,Monohull,Aluminum,Classic / Retro,Cruiser,With central / scandinavian cockpit,Hutting Yachts,Netherlands,,45,from 2011,,,,,,,,,,,,,,,,,
Hylas H60,Sailing yacht,"The Hylas H60 is produced by the brand Hylas since 2020. Hylas H60 is a 18.05 meters sport cruiser with 3 guest cabins and a draft of 2.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H60 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/11340-hylas-h60,18.05,59.25,5.26,17.333333333333332,2.0,6.583333333333333,,29.6 (half load),1400.0,1480.0,,3.0,6.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Hylas,US,,H60,from 2020,,,,,,,,,,,,,,,,,
Hylas H57,Sailing yacht,"The Hylas H57 is produced by the brand Hylas since 2019. Hylas H57 is a 17.33 meters luxury cruising yacht with 3 guest cabins and a draft of 1.95 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H57 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/11339-hylas-h57,17.33,56.916666666666664,5.2,17.083333333333332,1.95,6.416666666666667,,29 (half load),999.0,901.0,,3.0,6.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With central / scandinavian cockpit,Hylas,US,,H57,from 2019,,,,,,,,,,,,,,,,,
Hylas H48,Sailing yacht,The Hylas H48 is produced by the brand Hylas since 2018. Hylas H48 is a 14.63 meters center-cockpit yacht with 3 guest cabins and a draft of 1.98 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Hylas H48 is $730.0 thousand.,"from $730,000",https://itboat.com/models/11338-hylas-h48,14.63,48.0,4.42,14.583333333333334,1.98,6.5,,16 (half load),1100.0,451.0,,3.0,6.0,2.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With central / scandinavian cockpit,Hylas,US,,H48,from 2018,,,,,,,,,,,,,,,,,
IDBmarine Virgin Mojito 650,Sailing yacht,"The IDBmarine Virgin Mojito 650 is produced by the brand IDBmarine since 2021. IDBmarine Virgin Mojito 650 is a 6.50 meters deysailer with 1 guest cabin and a draft of 1.85 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new IDBmarine Virgin Mojito 650 is €64.7 thousand.","from €64,723",https://itboat.com/models/12019-idbmarine-virgin-mojito-650,6.5,21.333333333333332,3.0,9.916666666666666,1.85,6.083333333333333,,1.2 (unloaded),,,,1.0,4.0,,21.0,,,,,,Fixed,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Daysailer,With mediterranean cockpit,IDBmarine,France,,Virgin Mojito 650,from 2021,,,,,,,,,,,,,,,,,
IDBmarine Virgin Mojito 888,Sailing yacht,The IDBmarine Virgin Mojito 888 is produced by the brand IDBmarine since 2020. IDBmarine Virgin Mojito 888 is a 8.88 meters cruising yacht with a Mediterranean cockpit with 1 guest cabin and a draft of 2.25 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new IDBmarine Virgin Mojito 888 is €100.0 thousand.,"from €100,000",https://itboat.com/models/12020-idbmarine-virgin-mojito-888,8.88,29.166666666666668,3.45,11.333333333333334,2.25,7.416666666666667,,2.9 (unloaded),,,,1.0,5.0,1.0,,,,25.0,,,Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,IDBmarine,France,,Virgin Mojito 888,from 2020,,,,,,75.0,,,,,,31.0,,,,,
IDBmarine Maxi 650,Sailing yacht,"The IDBmarine Maxi 650 is produced by the brand IDBmarine since 2018. IDBmarine Maxi 650 is a 6.50 meters sport keel monotype with 1 guest cabin and a draft of 1.60 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new IDBmarine Maxi 650 is €67.2 thousand.","from €67,200",https://itboat.com/models/12018-idbmarine-maxi-650,6.5,21.333333333333332,3.0,9.916666666666666,1.6,5.25,,0.95 (unloaded),,,,1.0,2.0,,,,,,,,Fixed,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,IDBmarine,France,,Maxi 650,from 2018,,,,,,,,,,,,,,,,,
IDBmarine Malango 1088,Sailing yacht,The IDBmarine Malango 1088 is produced by the brand IDBmarine since 2017. IDBmarine Malango 1088 is a 11.00 meters cruising yacht with a Mediterranean cockpit with 3 guest cabins and a draft of 2.8 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new IDBmarine Malango 1088 is €178.7 thousand.,"from €178,740",https://itboat.com/models/9631-idbmarine-malango-1088,11.0,36.166666666666664,4.0,13.166666666666666,2.8,9.25,,4.5 (unloaded),60.0,130.0,,3.0,6.0,1.0,,,,33.0,,,Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,IDBmarine,France,,Malango 1088,from 2017,,,,,,,,,,,,41.0,,,,,110.0
IDBmarine Mojito 1088,Sailing yacht,The IDBmarine Mojito 1088 is produced by the brand IDBmarine since 2012. IDBmarine Mojito 1088 is a 11.00 meters cruising yacht with a Mediterranean cockpit with 3 guest cabins and a draft of 2.8 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new IDBmarine Mojito 1088 is €178.7 thousand.,"from €178,661",https://itboat.com/models/9633-idbmarine-mojito-1088,11.0,36.166666666666664,4.0,13.166666666666666,2.8,9.25,,4.5 (unloaded),60.0,130.0,,3.0,6.0,1.0,,,,33.0,,,Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,IDBmarine,France,,Mojito 1088,from 2012,,,,,,110.0,,,,,,41.0,,,,,
IDBmarine Mojito 888,Sailing yacht,The IDBmarine Mojito 888 is produced by the brand IDBmarine since 2012. IDBmarine Mojito 888 is a 8.88 meters cruising yacht with a Mediterranean cockpit with 1 guest cabin and a draft of 2.25 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new IDBmarine Mojito 888 is €95.8 thousand.,"from €95,833",https://itboat.com/models/9632-idbmarine-mojito-888,8.88,29.166666666666668,3.45,11.333333333333334,2.25,7.416666666666667,,2.85 (unloaded),34.0,120.0,,1.0,6.0,1.0,,,,25.0,,,Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,IDBmarine,France,,Mojito 888,from 2012,,,,,,75.0,,,,,,31.0,,,,,
Ice 53 ST,Sailing yacht,"The Ice 53 ST is produced by the brand Ice Yachts since 2023. Ice 53 ST is a 16.18 meters sport keel monotype with 2 guest cabins and a draft of 3.40 meters. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice 53 ST is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17552-ice-yachts-53-st,16.18,53.166666666666664,4.66,15.333333333333334,3.4,11.166666666666666,,10 (unloaded),250.0,440.0,,2.0,6.0,,,,,,,,Fixed,A - Ocean,Monohull,Carbon,Modern / Mainstream,Racing,With mediterranean cockpit,Ice Yachts,Italy,,53 ST,from 2023,,,,,,,,,,,,,,,,,
Ice Cat Seventytwo,Sailing yacht,"The Ice Cat Seventytwo is produced by the brand Ice Yachts since 2023. Ice Cat Seventytwo is a 22.00 meters sailing cruising multihull with a draft of 3.00 meters. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice Cat Seventytwo is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/14676-ice-yachts-cat-seventytwo,22.0,72.25,9.8,32.166666666666664,3.0,9.916666666666666,,,,,,,,,,,,,,,Lifting,A - Ocean,Catamaran,Carbon,Modern / Mainstream,Cruiser,With deck saloon,Ice Yachts,Italy,Catamaran,Cat Seventytwo,from 2023,,,,,,,,,,,,,,,,,
Ice 80,Sailing yacht,"The Ice 80 is produced by the brand Ice Yachts since 2023. Ice 80 is a 24.00 meters luxury cruising yacht with a draft of 3.00 meters. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice 80 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/14675-ice-yachts-80,24.0,78.75,6.2,20.416666666666668,3.0,9.916666666666666,,35 (half load),,,,,,,,,,,,,Fixed,A - Ocean,Monohull,Carbon,Modern / Mainstream,Cruiser,With mediterranean cockpit,Ice Yachts,Italy,Monohull,80,from 2023,,,,,,,,,,,,,,,,,
Ice 70,Sailing yacht,"The Ice 70 is produced by the brand Ice Yachts since 2023. Ice 70 is a 21.30 meters luxury cruising yacht with 3 guest cabins and a draft of 2.80 meters. The yacht has a carbon hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Ice 70 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/14673-ice-yachts-70,21.3,69.91666666666667,5.76,18.916666666666668,2.8,9.25,,,1200.0,1100.0,,3.0,6.0,3.0,148.0,,,,378.0,239.0,Fixed,A - Ocean,Monohull,Carbon,Modern / Mainstream,Cruiser,With mediterranean cockpit,Ice Yachts,Italy,Monohull,70,from 2023,2.0,,,,,,67.0,,,,,,,,,,
